name,date,area,Q_cms,Ca,Mg,Na,K,Cl,SO4,NO3,X_pyrite,X_pyrite_sd,X_rain,X_rain_sd,X_fertilizer,X_fertilizer_sd
S5,2014-02-12T00:00:00Z,29059.687799999996,159.14068014,0.8256400019961077,0.2926969759308784,0.8571203999483422,0.03885079402429261,1.1259413871886723,297.2100770351863,0.0839241220273155,0.35583591863981934,0.08103679154629581,0.35857497300152363,0.1058972131780449,0.28730272621805547,0.0716766753415266
S2,2015-06-17T00:00:00Z,67313.8401,727.7429678999999,0.5663955287189979,0.2842624974285127,0.543720121763729,0.04706086965417934,0.6699292020421402,295.61732250676664,0.03791042858060785,0.3658818315649307,0.11769207401710638,0.3803540719239781,0.13524652699884007,0.24636762291957093,0.10410306358972907
S4,2017-09-05T00:00:00Z,47396.816999999995,161.4060279,0.7133589500474075,0.3883974490845505,0.8455500357572101,0.048390850753101795,0.8602374975319436,488.59046429315003,0.031092262988426968,0.5230029582119479,0.20709648973911324,0.3685490804653973,0.17943688024005094,0.09624350121083473,0.03274776693893554
S2,2016-08-16T00:00:00Z,67313.8401,274.10707895999997,0.6981386296721392,0.40600699444558735,0.8751719079908982,0.058647051150561534,0.9341945674555046,424.8698729960441,0.01559967729729344,0.389007432096176,0.1658026557390894,0.5626595109122579,0.17448305389340424,0.0420982627561091,0.03054354243503965
S6,2018-05-23T00:00:00Z,25796.300399999996,1565.9216391,0.3943809571335895,0.181896729068093,0.45611593574515696,0.06296948972205951,0.4376583081826643,94.74911513637309,0.026273140711231054,0.3643848253687333,NA,0.43889549899241936,NA,0.20473743309434483,NA
S3,2015-10-02T00:00:00Z,62418.759,566.33694,0.9054843056040721,0.5044229582390455,0.7816520470475367,0.06849402659450667,0.8067018305926156,588.3406204455548,0.03216317905002606,0.6120513761911235,0.15903812761195205,0.2549966615878815,0.11050662629423273,0.13821040741633106,0.10972838405089942
S2,2015-10-12T00:00:00Z,67313.8401,308.65363229999997,0.6412495633514645,0.3158609339642049,0.6461569927040155,0.05809715511927629,0.6563055312667474,373.89131792629604,0.044871382981001955,0.33975623595760635,0.10929672825827917,0.3738909645766537,0.13041722897451352,0.28269849128527175,0.12463645881313563
S2,2017-05-09T00:00:00Z,67313.8401,4672.279755,0.35361045960377263,0.13951861756840156,0.3170975750126067,0.036011795909285056,0.34430654669562516,150.34665833853842,0.03919552785452676,0.45215979477707646,0.09647045508940631,0.21483269901648586,0.07715996351499353,0.3245680170094335,0.09708218336961968
S5,2016-08-15T00:00:00Z,29059.687799999996,162.25553331,0.563900394231249,0.24435301378317223,0.9351986094336138,0.04936276001769897,0.8794742334922291,288.97564022485943,0.0163136213383595,0.4506628418193388,0.11708842093444158,0.4576441765098316,0.12582770030107088,0.0869206017252645,0.052630173786707
S6,2016-10-13T00:00:00Z,25796.300399999996,36.8119011,0.9057338190528468,0.4320098745114174,1.4702192092491229,0.0697728545742398,1.6218655684991397,571.3512388090776,0.02191808206072808,0.541707177278105,0.1619072209891355,0.41370078375613045,0.15329280998410183,0.03958724956438238,0.02563280797574142
S5,2018-05-09T00:00:00Z,29059.687799999996,458.7329214,0.5701631817954989,0.18901460604813822,0.7550315098859846,0.03355644618819744,0.8773361915775816,166.56985217572347,0.028343578430322633,0.39394372054939963,0.09802655524726055,0.4168753295015072,0.10399544599145326,0.18285738165821872,0.0573049164068141
S5,2018-09-25T00:00:00Z,29059.687799999996,869.3272029,0.4361495084585058,0.22201193170129602,0.44846035643072363,0.08031039712724082,0.4068823512819789,120.75785967103893,0.03401943355679782,0.5390164104592311,0.09621950473062775,0.23796914497173713,0.07089000679322097,0.22411879935698276,0.042300554372508056
S5,2016-04-14T00:00:00Z,29059.687799999996,886.3173111,0.4266679974050601,0.1502160049372557,0.5089220339708502,0.03442604921441597,0.5742814430372606,116.96856131584425,0.028486367238535846,0.29768522792013374,0.09764426366905701,0.47592614429903374,0.1115720972749495,0.2252783910437597,0.06104695433896548
S4,2018-04-10T00:00:00Z,47396.816999999995,1294.0799078999999,0.38522381356355107,0.15367208393334705,0.40739861283512685,0.027008846931963794,0.47142978027247334,197.79200499687695,0.04155154319004476,0.36620180426198984,0.1046015899439565,0.35670986385409253,0.10596223293720616,0.2735698209723704,0.09013723562371984
S6,2017-03-21T00:00:00Z,25796.300399999996,373.78238039999997,0.6521533010629273,0.19251182884180212,1.0382009493005344,0.030768601192379202,1.1898880207598794,177.15282115344579,0.05558054359699286,0.30921557102209474,0.06433592447271834,0.46746753103850275,0.10738126412884465,0.24030060981802603,0.0481399697842615
S4,2018-01-14T00:00:00Z,47396.816999999995,2860.001547,0.43457757373122413,0.20098745114174038,0.5498967823469648,0.05248310028824781,0.5941105125095195,251.18675827607746,0.06600412659655737,0.3444676285808612,0.11819051211428093,0.32574735119542886,0.10445309879174092,0.3290265649682861,0.0862071816998651
S8,2016-02-18T00:00:00Z,20194.152029999997,917.4658428,0.4391436698438046,0.1542892408969348,0.6350651022200353,0.052841172122573096,0.6807040306885173,94.36810326879035,0.043693375313242945,0.2376985105565695,NA,0.3402030149828069,NA,0.46512568305592167,NA
S9,2018-08-20T00:00:00Z,5780.857679999999,185.19217938,0.28594241229602274,0.085167660975108,0.3170975750126067,0.03478412104874125,0.28883310298141196,48.51134707474494,0.015706768903453346,0.5942433421289635,NA,0.18581231674805102,NA,0.24586824189929232,NA
S2,2015-06-15T00:00:00Z,67313.8401,790.0400313,0.5923449273915863,0.2525817732976754,0.5741684485824977,0.04949064281567229,0.7482300510535074,325.6194045388299,0.041480148785938156,0.2797214704177017,0.11389876916221894,0.47777351455652717,0.14913194625642728,0.2408890397394451,0.13092108732329877
S4,2017-11-01T00:00:00Z,47396.816999999995,1951.0307583,0.5405459354259194,0.224480559555647,0.5606406919530162,0.06348102091395277,0.5182072039037598,199.87507807620236,0.041480148785938156,0.5251662489907778,0.09568092654832872,0.2472908926190396,0.0946609927229154,0.23177299517744923,0.06827142305785486
S6,2014-05-14T00:00:00Z,25796.300399999996,325.6437405,0.6260292429761963,0.1876980045258177,0.6546390266035297,0.035116616323471864,0.7650128338927593,176.24401415781801,0.016385015742466105,0.415867575412465,0.09267852636362098,0.5037004926232193,0.09455925931055899,0.08415641892362331,0.029636732541547153
S4,2016-05-26T00:00:00Z,47396.816999999995,549.3468318,0.5264733769150157,0.2802304052664061,0.46542442422975194,0.034067977380090694,0.424178489831608,400.704767853425,0.017919995430758135,0.6965911946427128,0.07027733045711036,0.2032032847778199,0.06277628668084032,0.08005414352443291,0.013963279729825891
S2,2014-12-15T00:00:00Z,67313.8401,962.772798,0.47756874095513746,0.1796338202016046,0.4515051891126005,0.032303194768058964,0.583645953797986,235.5923381220071,0.06775328949716922,0.34456506404190235,0.08634094003873692,0.30155013396056213,0.09195773828168569,0.35360377432539336,0.10401945151865107
S4,2014-07-17T00:00:00Z,47396.816999999995,410.59428149999997,0.6637057737412047,0.2979633820201605,0.6002670144271568,0.04248266548673472,0.5987927678898823,385.1447012283989,0.03391234195063791,0.4474891896444904,0.15947487603086333,0.39047975662716505,0.1575556594629378,0.1550505967495996,0.10167617501092616
S5,2017-04-10T00:00:00Z,29059.687799999996,2307.8230304999997,0.31014521682718693,0.11117054104093808,0.35520148114580885,0.03506546320428254,0.38811948213127234,98.79242140328961,0.03626835728615591,0.2218212492308543,0.05570250361606393,0.36914591995596135,0.07954741980663456,0.42606320951459625,0.05071492666805939
S2,2016-10-25T00:00:00Z,67313.8401,1200.6343127999999,0.6549728030340835,0.3379962970582185,0.6698631900129141,0.07504162585074031,0.6700561306518488,489.5950447636893,0.03257369687363905,0.5707927880844953,0.24606630611203356,0.35622596676233764,0.23938902045609095,0.054824318557845614,0.01827417942955729
S2,2016-10-12T00:00:00Z,67313.8401,154.32681614999998,0.9431608363690801,0.4772680518411849,1.0439426337863595,0.08171710790494727,1.0606436690830112,605.4757443264626,0.04758437033705297,0.4262975999972042,0.1565300929699895,0.35200193346003467,0.15360651809873618,0.21204047515237598,0.13748101553279055
S3,2017-06-01T00:00:00Z,62418.759,1885.9020102,0.5389490493537602,0.26233285332236167,0.33588854242076116,0.04463109649268638,0.3148619298789947,377.26212783676874,0.04212269842289761,0.5870516245115918,0.19454531140562697,0.12785209152429305,0.09572666570991968,0.2711329653006543,0.1972060135563998
S3,2017-09-11T00:00:00Z,62418.759,257.40013923,0.7959479015918957,0.4196667352396626,0.695961755857573,0.04979756153080824,0.6837503173215242,434.663751821778,0.04740588432678646,0.4910771623427441,0.15700793098479177,0.3172583863588561,0.13677945937130404,0.2034355852026227,0.11952465390670862
S6,2014-12-09T00:00:00Z,25796.300399999996,673.9409585999999,0.46833674335046654,0.15976136597407942,0.6311503173433365,0.049004688183373696,0.8053761317801031,121.59067249635643,0.035768596457409665,0.2089791753108068,0.08334755034676232,0.5593314808695828,0.05889567402269299,0.1922943536344432,0.021195371184860506
S5,2018-04-11T00:00:00Z,29059.687799999996,688.0993821,0.4890463595987824,0.15005142974696567,0.5976571578426908,0.026906540693585144,0.6530618001297492,136.7478659171351,0.0454782354159081,0.28437709766207303,0.09557620101871822,0.4234797649111112,0.10645155704168015,0.28879194539864966,0.06198589475524618
S3,2016-01-12T00:00:00Z,62418.759,2191.7239578,0.3493188282848445,0.17099362271137625,0.26002871103228575,0.04573088855525688,0.2672552393309452,196.16906100353944,0.06611121820271727,0.45828126167706124,0.10250987624661756,0.09931749996724962,0.05218759139725055,0.45026267883844645,0.10325917916873051
S6,2017-11-13T00:00:00Z,25796.300399999996,241.82587338,0.27808273865961375,0.1054721250771446,0.6828254777157613,0.023376975469521694,0.28203537077257207,169.3628981886321,0.03980238028943292,0.2283351476825093,0.1184410162860314,0.44488755888533293,0.1191492689173834,0.32233743420268685,0.10968354222103378
S5,2017-11-13T00:00:00Z,29059.687799999996,297.3268935,0.5299416138529867,0.20892820407323598,0.6898720904938193,0.047546824286477926,0.5641271542605703,171.96543826774933,0.04155154319004477,0.3568856980615706,0.10308574174747837,0.37469760286763437,0.08171027516636219,0.2717201346053803,0.09417134439334626
S6,2014-10-18T00:00:00Z,25796.300399999996,552.1785165,0.6212884874494734,0.24632791606665297,0.826454585080868,0.08230536877562451,0.9119961639353509,175.46325213408286,0.02741545117693675,0.3764377004804702,0.09609249178483815,0.4850936002521327,0.10017759469626321,0.14278317623349426,0.04010474971234572
S3,2016-09-08T00:00:00Z,62418.759,154.04364768,0.7111133290084335,0.42789549475416583,0.8003560192362089,0.05928646514042809,0.9063266860350324,524.1723922548407,0.009959519372871555,0.6095153851138452,0.2585753082994326,0.358495676854375,0.2571104921034831,0.023389573262983052,0.009503552604953723
S4,2018-10-03T00:00:00Z,47396.816999999995,1792.4564151,0.4466290733070512,0.19625591442090107,0.37146958718897954,0.047572400846072595,0.3538487575099427,185.02290235269624,0.04401465013172268,0.5546741683878468,0.08954171803345415,0.16552872126710924,0.07944330115520223,0.27562750350111376,0.07723678156379395
S6,2018-02-14T00:00:00Z,25796.300399999996,430.4160744,0.6101851389789908,0.20917506685867104,1.044595097932476,0.0423547826887614,1.097746312018729,164.17863835103057,0.06454054131237194,0.26979944357619634,NA,0.395426680001028,NA,0.33884205451736343,NA
S5,2014-05-17T00:00:00Z,29059.687799999996,1240.2778986,0.4391436698438046,0.166508948775972,0.5284959583543445,0.04151075622213753,0.6173807576227681,154.684572142411,0.028236486824162722,0.3593256780812429,0.09398413421506517,0.45813947897058266,0.10208933779690754,0.1808104811436751,0.04564434414617211
S7,2017-03-27T00:00:00Z,24449.505599999997,NA,0.467338689555367,0.13626825756017277,0.7033563495135599,0.03606294902847438,0.8123431021352212,96.39808453050176,0.04640636266929398,0.1329966512685583,NA,0.417768276844335,NA,0.4695329496287141,NA
S8,2018-05-16T00:00:00Z,20194.152029999997,353.9605875,0.5488297819252457,0.1551532606459576,0.5321497575725967,0.03846714563037267,0.6339463515076297,95.67457838850719,0.035661504851249755,0.16858825850387843,NA,0.5324707481209122,NA,0.29666012508471035,NA
S4,2014-09-03T00:00:00Z,47396.816999999995,226.534776,0.5963371425719846,0.3156552149763423,0.591567492478937,0.045833194793635526,0.5272896510873551,372.52758692483866,0.01827696745129117,0.5091143501413654,0.18680987935315452,0.4069823463428295,0.18266598646072688,0.07331276744721688,0.025050564088538205
S4,2016-01-12T00:00:00Z,47396.816999999995,1936.8723347999999,0.3867458456010779,0.17152849207981896,0.38717222430551607,0.03938790177578053,0.40315347079231656,179.14844888611285,0.0501188716828375,0.3729190907061932,0.11131865682762299,0.30169763979520836,0.09717515086164277,0.3281977024679471,0.08609140322512351
S4,2016-05-03T00:00:00Z,47396.816999999995,741.9013914,0.5514247217925046,0.25554412672289656,0.543720121763729,0.03140801518224577,0.5847177953910812,369.56069123464505,0.02777242319746978,0.3953323872305728,0.2126774626319693,0.4757970595335464,0.2132623068246414,0.12487705177569726,0.03420217706312744
S2,2015-05-14T00:00:00Z,67313.8401,543.6834623999999,0.5439393183292579,0.26706439004320104,0.5002225120226306,0.04166421557970551,0.6396637802160606,387.3308348948574,0.024702463820885718,0.43102424167233777,0.21057979964803467,0.37762771118193855,0.20327869048389277,0.18465368530559167,0.1570951360811056
S3,2019-02-14T00:00:00Z,62418.759,2149.2486873,0.3867458456010779,0.16868957004731536,0.3440660930520877,0.031970699493328356,0.3867627563252756,181.19820945242554,0.06775328949716922,0.34576771702544173,0.09397467102257653,0.25797884506409385,0.08138129396552826,0.40235991433428653,0.08117750597910636
S4,2015-02-23T00:00:00Z,47396.816999999995,201.04961369999998,0.7834722291531513,0.42378111499691423,0.9612971752782729,0.04296862011903331,1.0627309395537754,544.1286695815116,0.08485224928070138,0.2654266404028557,0.15197296120399068,0.3704802542585842,0.1591315747718291,0.36175584026413765,0.15190983896490565
S2,2018-04-10T00:00:00Z,67313.8401,1860.4168479,0.4297869155147462,0.17490228348076528,0.41287931166250524,0.030512835596432582,0.47829520773982453,209.15053091817614,0.06264858960354688,0.3557580403004659,0.106139837945014,0.2972548727593245,0.09887559468586064,0.35052811915615273,0.09382266432290765
S5,2017-12-13T00:00:00Z,29059.687799999996,161.68919637,0.7187484405409451,0.27327710347665085,0.9084040818330972,0.039643667371727156,0.8302823456407074,243.3374973974599,0.04483568577894864,0.39073938868360203,0.09567946205666387,0.3070886345510811,0.07801599652838244,0.30246056581314507,0.07490235870353665
S7,2016-06-08T00:00:00Z,24449.505599999997,NA,0.6237836219372224,0.19493931289858055,0.6829124729352435,0.044298601217955764,0.8092404027867881,118.98813241723923,0.01784860102665153,0.28718138188013076,0.09347614368570789,0.5589696319173174,0.06794292074008206,0.1407400507703771,0.06520800954665935
S3,2017-04-18T00:00:00Z,62418.759,1271.4264303,0.462847447477419,0.19786052252622918,0.4682082712531822,0.030615141834811233,0.4720954503145009,261.8571726004581,0.04994038567257098,0.2998205219984407,0.11346247148071462,0.36836950700883264,0.11743315864785313,0.3238299343156576,0.1290790664648052
S6,2014-06-17T00:00:00Z,25796.300399999996,396.435858,0.7016318179549877,0.2178152643488994,0.7870892482651739,0.04629357286633946,0.8260231856260399,143.12929419113053,0.03555441324508985,0.284224073031406,0.11986039795524524,0.50140575527323,0.08799010722701846,0.21676952861913823,0.02493044539830007
S8,2015-10-30T00:00:00Z,20194.152029999997,178.3961361,0.8732970707121113,0.3016251800041144,1.0178440679417005,0.0618185445402997,1.3015259639522747,153.3728919425359,0.03701799852927527,0.3566934770913567,NA,0.4864397204034526,NA,0.18064230182095373,NA
S6,2018-05-24T00:00:00Z,25796.300399999996,1291.2482232,0.35281201656769295,0.14708907632174448,0.4298433794615336,0.04874892258742707,0.41344597072180067,104.92608786175308,0.026630112731764084,0.4027676844105499,0.11903168670835178,0.3325349589505502,0.08229503273386682,0.2739873289058902,0.09626818918382969
S4,2015-12-02T00:00:00Z,47396.816999999995,342.6338487,0.5339587803782623,0.23205101830898991,0.43497609741098314,0.03271241972157357,0.5198995853665416,319.1651051426192,0.031342143402800095,0.5211390855125216,0.19235715778790893,0.21349219808302852,0.04362996536156399,0.26654803816353234,0.1768476985229417
S2,2017-07-26T00:00:00Z,67313.8401,2404.1003103,0.5239782424272668,0.22427484056778443,0.3328002121291432,0.07578334607898553,0.3128931261106253,215.44867790963983,0.10709160615990919,0.3729028251315604,0.09505335032339862,0.09849952811632381,0.05405699082339093,0.5370500301079867,0.11960089504552723
S2,2014-03-15T00:00:00Z,67313.8401,3398.02164,0.4930385747791805,0.22094219296441062,0.5741684485824977,0.052610983086221134,0.6808168561193694,233.54153653966273,0.06900269156903482,0.3097364124550911,0.08807859953768023,0.29002919294654556,0.0923522027410397,0.4016585320926027,0.09805456257768708
S2,2014-10-14T00:00:00Z,67313.8401,185.19217938,0.8296322171765057,0.42789549475416583,0.8155801826455934,0.06199758045746234,0.8927312216173525,561.8467624401417,0.04669194028572041,0.5455926104707178,0.22947015285456143,0.2571825310310662,0.18413741629531255,0.19177272199888162,0.16484162447167877
S4,2019-05-06T00:00:00Z,47396.816999999995,1670.693973,0.41868356704426357,0.16947130220119316,0.4358460496058051,0.03833926283239936,0.4800609257326601,168.1480324797002,0.038231703399087574,0.3273285802991155,0.1050978962899698,0.3838069110350624,0.10071065472584798,0.2889304799436622,0.10315265444040288
S5,2016-10-13T00:00:00Z,29059.687799999996,45.02378673,0.768501422226658,0.40279777823493107,1.2831794873624003,0.06465754265530727,1.4385242433644543,559.8896523006455,0.014850036054174075,0.5488588819281793,0.16778506654178524,0.4153876747086977,0.15935380659531545,0.026245539187338098,0.020075354949396797
S6,2014-10-14T00:00:00Z,25796.300399999996,49.83765072,0.8283846499326314,0.3600082287595145,1.2222828337248626,0.06227892261300362,1.3313400840549459,410.1186758276078,0.023417364546966808,0.4951101633365411,0.11863822419602427,0.4194366995299298,0.11171272005089557,0.08387497755857844,0.04843114000123617
S5,2018-05-23T00:00:00Z,29059.687799999996,1823.6049467999999,0.3856978891162233,0.1714050606871014,0.5067906510935365,0.05053928175905346,0.5213437508814486,123.36560483031441,0.04240827603932403,0.3988138958790195,0.12356320093794271,0.3178226702952988,0.09728887038095614,0.3004306691686216,0.06180643945334911
S8,2016-08-15T00:00:00Z,20194.152029999997,152.34463686,0.6637057737412047,0.18798601110882535,0.9395483704077237,0.04527051048255295,0.9028573040363297,95.47158026233603,0.008103264866099795,0.30378702717492423,NA,0.5283773767021654,NA,0.16491259386576082,NA
S3,2019-04-30T00:00:00Z,62418.759,1795.2880998,0.4084535156444932,0.18099156552149764,0.39574125342451244,0.03353086962860277,0.4137082898485318,194.1869664792838,0.05893608059000336,0.37752139563595594,0.11096497811426108,0.28476841936514247,0.09558074057951109,0.33816663375412237,0.08821916547624759
S5,2014-06-17T00:00:00Z,29059.687799999996,506.8715613,0.5713857976944956,0.21666323801686896,0.9004005216407353,0.047751436763235226,0.9279891687586381,165.81303352071623,0.01966915833136999,0.37223608418248466,0.052119846153270484,0.4542716858370139,0.09021919349884178,0.1822519859230218,0.06072785619900447
S5,2015-12-30T00:00:00Z,29059.687799999996,858.0004640999999,0.4892958730475573,0.15293149557704178,0.5624240939524012,0.04074345943429765,0.6353764138436803,127.92004996876949,0.042479670443430644,0.19998617964666246,0.03967641825321464,0.45243817570233247,0.09369872753966255,0.35278654285770056,0.10804108036602997
S4,2014-02-06T00:00:00Z,47396.816999999995,328.4754252,0.6741853385897499,0.29232668175272575,0.5754733768747307,0.03445162577401063,0.7456632725016218,392.35894232771193,0.06664667623351682,0.2825517095517572,0.12791407255733542,0.334471555607044,0.13270569244511138,0.3845693575696296,0.12759405586176356
S6,2015-05-13T00:00:00Z,25796.300399999996,177.54663069,0.7016318179549877,0.2609339642048961,0.810142981427956,0.040896918791865626,0.9364510760725467,258.70289402456797,0.011244618646790466,0.5043246525510036,0.1236668216701995,0.4685913701926818,0.1287191502161326,0.026665711797002136,0.01032681559909758
S5,2017-01-13T00:00:00Z,29059.687799999996,450.2378673,0.5385747791805977,0.18354248097099363,0.962297620302318,0.03864618154753531,1.0542972385975797,166.86445971267958,0.06639679581914369,0.2917660200912787,0.05767199529644487,0.4064264043643822,0.07334790963557665,0.33865564413022575,0.05259033751555475
S6,2017-10-11T00:00:00Z,25796.300399999996,60.31488411,0.9424621987125107,0.5027360625385723,1.6044963305198932,0.06936362962072519,1.4695512368487855,500.2279825109306,0.031235051796640184,0.47154041232179345,0.1341331148797585,0.39547237804489443,0.12634098147360617,0.12219763567895486,0.0765069383922427
S6,2017-04-10T00:00:00Z,25796.300399999996,1891.5653796,0.31094365986326666,0.1078378934375643,0.3577243425107925,0.03299376187711486,0.3929145629424872,94.52425567353737,0.03534023003277003,0.21218280970918496,0.048139573595824395,0.3970442271070016,0.07941416379703095,0.423384217146252,0.06851533197150586
S2,2019-04-16T00:00:00Z,67313.8401,2741.0707896,0.4765706871600379,0.20201604608105328,0.43497609741098314,0.04348015131092656,0.4792231969085831,183.61024359775143,0.074749941099616607,0.34821045008103996,0.08516357714931941,0.3038894138784816,0.07627240054918581,0.3502212455220719,0.061331694662421124
S2,2014-05-12T00:00:00Z,67313.8401,985.4262755999999,0.5938420080842357,0.23698827401769182,0.4162721252223109,0.035807183432527756,0.48892900459763633,255.66312721215905,0.040159352309965944,0.3968494848663498,0.11803498335044324,0.29418800763592473,0.1086748499777939,0.3003558551145545,0.08661365540962075
S4,2015-08-13T00:00:00Z,47396.816999999995,247.20607431,0.698637656569689,0.3789343756428718,0.7090110387799026,0.047521247726883264,0.7234366626237553,552.311055590256,0.026273140711231054,0.647548811050628,0.06420196055338388,0.24442176529178702,0.07527048142241989,0.10131411652491859,0.04315847937740763
S6,2014-08-11T00:00:00Z,25796.300399999996,108.45352401,0.6587155047657068,0.26550092573544537,1.024368709402865,0.05064158799743211,1.102755761148563,240.15198834062042,0.03605417407383609,0.4177456734832857,0.09590226413359096,0.3807251907261083,0.09320614731886001,0.20118514384626482,0.07077272387711321
S8,2017-05-17T00:00:00Z,20194.152029999997,407.7625968,0.5680672688257896,0.15243777000617156,0.5582048258075146,0.027341342206694406,0.537161876286915,81.32209036019154,0.0337695531424247,0.2937979117570008,NA,0.3346012990080401,NA,0.40378157926213104,NA
S2,2015-08-20T00:00:00Z,67313.8401,277.78826907,0.6662009082289535,0.39498045669615306,0.748158887546891,0.057623988766775026,0.8133867373706034,588.475952529669,0.028343578430322633,0.3586590850363905,0.16023977215796548,0.5996118918236163,0.18524761667988973,0.030996763037476026,0.012754851031342516
S6,2017-12-13T00:00:00Z,25796.300399999996,145.26542511,0.7304755726333649,0.25772474799423983,0.9089695507597315,0.03846714563037267,0.8214537556765295,222.8607120549656,0.03669672371079555,0.3956028452396371,0.09417422991263559,0.3365386404262095,0.08615755035322287,0.27135746937826133,0.06726969203708423
S3,2015-12-16T00:00:00Z,62418.759,552.1785165,0.5514247217925046,0.24361242542686692,0.4480253803333127,0.033607599307386764,0.4503145008885003,286.81032687903394,0.03816030899498097,0.46187478788721653,0.15842581398723318,0.27736371784000147,0.11219632795085176,0.2626133097788621,0.14048512531135585
S6,2016-07-12T00:00:00Z,25796.300399999996,52.386166949999996,0.9895703378412096,0.4665706644723308,1.527636054107373,0.06192085077867835,1.4667306010774828,452.644180720383,0.012993781547402314,0.5544714858825847,0.1292869644356414,0.4109285295832764,0.12120444929665522,0.03613782709608313,0.023438909391674617
S5,2018-07-26T00:00:00Z,29059.687799999996,3001.585782,0.167935026697939,0.18362476856613866,0.3615086345582681,0.07340472603668188,0.3582771556708882,108.84343118884034,0.048084131165799224,0.3888528695771759,0.11962676627310546,0.23521147686705843,0.03941891500380468,0.3848948854652365,0.07602958616257287
S6,2017-05-10T00:00:00Z,25796.300399999996,1203.4659975,0.37369629223015116,0.13272989096893642,0.46829526647266445,0.03665120989915162,0.4206893633825064,103.78825733916302,0.025559196670164992,0.3936091540389752,0.13204757876017506,0.36258439678934085,0.05884720335345291,0.2552343144088741,0.09671142133695039
S5,2015-10-31T00:00:00Z,29059.687799999996,211.81001555999998,0.6437446978392135,0.29656449290269493,0.9656469362523825,0.058506380072790874,1.0690209573237806,299.5003123048095,0.03676811811490215,0.45557621378451313,0.11065553728616724,0.3583504363471068,0.09224817732273041,0.18282724374926837,0.0649369738188203
S6,2017-08-14T00:00:00Z,25796.300399999996,123.46145292,0.7471929737012823,0.28734828224645137,0.9249766711444555,0.04181767493727349,0.893238936056187,270.68498854882364,0.022667723303847444,0.4527435089648278,0.10286801085611054,0.36799099949358033,0.11544420748319932,0.1732035348223636,0.06685166537223555
S2,2016-06-15T00:00:00Z,67313.8401,404.9309121,0.6048205998303308,0.3234725365151203,0.5893926119918822,0.04826296795512848,0.6600287704848672,366.7499479491985,0.03387664474858461,0.424046800729188,0.12207555841067452,0.32651747081868787,0.1310537491300243,0.24341645700075584,0.12062561318264041
S6,2014-07-16T00:00:00Z,25796.300399999996,232.48131386999998,0.6212884874494734,0.21147911952273193,0.6568139070905845,0.04020635168280974,0.7068513242884945,176.58754944826146,0.03334118671778506,0.36587211701160843,0.08230465339022698,0.44326228745614027,0.0988329811541488,0.20085245634758328,0.05722853799693707
S6,2014-04-14T00:00:00Z,25796.300399999996,824.0202477,0.4316582663805579,0.1522731948158815,0.5458950022507839,0.03688139893550359,0.6306941584633176,120.44555486154488,0.04276524805985706,0.28882709624827735,0.07962968335941857,0.3407682576522925,0.07969018999955349,0.37765336699454655,0.08455738517435141
S5,2017-07-25T00:00:00Z,29059.687799999996,1166.6540964,0.43804581066919507,0.1994651306315573,0.5522456532729841,0.05872378082934551,0.49489182861817044,144.3847595252967,0.06104221551114824,0.3645982453719206,0.09238690930148201,0.31003798933549265,0.08724264355643521,0.3393859149742016,0.02460563360562225
S6,2016-01-13T00:00:00Z,25796.300399999996,858.0004640999999,0.3992215180398223,0.14622505657272167,0.43932585838509297,0.05447807193663151,0.49761656277324906,113.55402873204247,0.043229311686550004,0.4056062425110215,0.027338215480706342,0.33338647549822853,0.07973361261895351,0.2713073897500537,0.0500762845826226
S6,2015-12-15T00:00:00Z,25796.300399999996,186.60802173,0.6138030839862268,0.20839333470479324,0.6611636680646943,0.0389275237030766,0.7474684793952556,210.31646887362066,0.024202702992139474,0.4320485826894725,0.1009387515853046,0.4467039419419034,0.10775474416483667,0.1209869722654557,0.04679875065080359
S2,2017-02-13T00:00:00Z,67313.8401,1693.3474506,0.4741254553620439,0.19386957416169512,0.5977006554524318,0.037009281733476895,0.7250444250133979,252.42556735373722,0.05322452826147487,0.3599556843851702,0.10137621596870072,0.3609326908534248,0.11509795501357929,0.2755232238818944,0.09460278713972423
S4,2017-02-06T00:00:00Z,47396.816999999995,642.7924269,0.4983781625829632,0.21143797572515943,0.5315407910362213,0.029361890414672763,0.6582799763066595,301.80095773474915,0.05997129944954915,0.3696905422299125,0.12458655494520882,0.33114456942584253,0.12625292276183783,0.2855554572267086,0.11095173277376663
S4,2015-04-06T00:00:00Z,47396.816999999995,3596.239569,0.2819501971156245,0.14519646163340877,0.3370194802740297,0.04381264658565717,0.3964403576566158,158.5883822610868,0.037731942570341334,0.330342165367529,0.10136648214781822,0.3478853387066251,0.10844672562456902,0.3216943380604571,0.09905375231518124
S8,2017-06-21T00:00:00Z,20194.152029999997,421.9210203,0.5839113728229951,0.1653569224439416,0.5758213577526594,0.03780215508091144,0.5096888838744252,89.94378513429105,0.036125568477942696,0.21030780746265318,NA,0.5132334003295062,NA,0.31524591615495545,NA
S3,2017-07-18T00:00:00Z,62418.759,1231.7828445,0.7184490244024152,0.29915655214976344,0.7130563164858247,0.047981625799587195,0.645925591628353,292.5577763897564,0.054295444323073955,0.35465943881504064,0.1050281535606545,0.3689602654435096,0.11703326600486916,0.27392935025556064,0.07811707218981141
