site,date,Ca,Mg,Na,K,Cl,NO3,SO4,name,river,Ca_SO4,Mg_SO4,Na_SO4,K_SO4,Cl_SO4,NO3_SO4
21PA_WQX-WQN0201,2014-12-09,0.5696392035530715,0.2440238634025921,0.5145767232371931,0.058826087067724166,0.6218373621414266,0.0909921680338695,0.23814282739954196,S2,SUSQUEHANNA RIVER,2.392006552426475,1.0246954152147665,2.160790349456407,0.2470201925041783,2.611195008187858,0.3820907353266963
21PA_WQX-WQN0203,2015-11-09,0.5464344528170068,0.25601728039498045,0.5371954803025643,0.041152684387812256,0.6273658082531801,0.02464891801780576,0.35205080158234436,S4,SUSQUEHANNA RIVER,1.5521465946419561,0.7272168654190615,1.525903301137392,0.11689416471385787,1.7820320403572205,0.07001523049235381
21PA_WQX-WQN0201,2017-06-13,0.4491242077948001,0.18082699033120755,0.3698166780188179,0.03381221178414407,0.3275886384791131,0.032805728686985516,0.1948782011242973,S2,SUSQUEHANNA RIVER,2.304640566280369,0.9278974728213568,1.8976810945773317,0.17350433034107263,1.6809916993751928,0.16833965265340967
21PA_WQX-WQN0203,2014-06-16,0.5589101252557512,0.2999382843036412,0.6263655802718158,0.04271285452308669,0.5434518940569204,0.03926692225863337,0.43140745367478656,S4,SUSQUEHANNA RIVER,1.2955504604634895,0.6952552204388837,1.4519118177869894,0.09900815148012132,1.259718369322839,0.09102050028146814
21PA_WQX-WQN0323,2016-04-27,0.701132791057438,0.17181649866282658,0.7003115168316829,0.031893969814544364,0.7361859363100443,0.03426931397117094,0.10889027691026443,S7,SUSQUEHANNA RIVER,6.438892534319072,1.5778865068404513,6.431350316142587,0.29290007078251734,6.760805070931438,0.3147141778270249
21PA_WQX-WQN0201,2016-11-17,0.7435500773491691,0.31610779674964,0.695961755857573,0.054784990651767465,0.7463684314444474,0.035304532830716724,0.3857380803664376,S2,SUSQUEHANNA RIVER,1.9276035092071355,0.8194881782201766,1.8042339900598714,0.14202639936332875,1.9349099024276362,0.09152462416253708
21PA_WQX-WQN0201,2014-08-19,0.6786765806676979,0.3284920798189673,0.6046167754012666,0.04951621937526695,0.5959439257608664,0.035661504851249755,0.42311055590256086,S2,SUSQUEHANNA RIVER,1.6040171326380048,0.7763741065694814,1.4289805984904456,0.11702903339209093,1.40848276519508,0.08428412941666794
21PA_WQX-WQN0214,2015-12-10,0.6262787564249713,0.308290475210862,0.43932585838509297,0.04695856341580069,0.5683581079175246,0.08792220865728544,0.2277638975640225,J1,JUNIATA RIVER,2.749684050559109,1.3535528611342111,1.9288652112286682,0.2061721103213956,2.4953827801342574,0.3860234637606307
21PA_WQX-WQN0301,2019-05-08,0.41918259394181345,0.1501748611396832,0.5045722729967405,0.03785330820010077,0.563921247849265,0.036018476871782786,0.12342494274411826,S5,SUSQUEHANNA RIVER,3.396255121712741,1.2167302475563813,4.0880899903904195,0.3066909115653987,4.568940728766417,0.2918249429246685
21PA_WQX-WQN0301,2019-06-12,0.6711911772044512,0.2708084756222999,0.8638625294582125,0.04355688098971054,0.8967901164922573,0.025130830245525353,0.23121798875702687,S5,SUSQUEHANNA RIVER,2.9028501666873585,1.1712258076376416,3.736138931499806,0.18838015685484513,3.8785482103411955,0.10868890600001645
21PA_WQX-WQN0201,2017-11-06,0.4755726333649383,0.2209010491668381,0.41561966107619447,0.05642189046582587,0.3902631653174625,0.06814595871975555,0.2116073287528628,S2,SUSQUEHANNA RIVER,2.24742987952162,1.0439196528246404,1.9641080652816076,0.2666348599472245,1.8442800049390193,0.3220396907866246
21PA_WQX-WQN0302,2016-03-14,0.5439393183292579,0.17724747994239867,0.617666058323596,0.03910655962023924,0.7452119707782133,0.047084609508306736,0.1442848219862586,S6,SUSQUEHANNA RIVER,3.7698997776845964,1.2284554778691785,4.280880343619381,0.2710372378874589,5.164867381887097,0.3263309949038921
21PA_WQX-WQN0301,2016-02-05,0.6287738909127202,0.2185969965027772,0.9047502826148449,0.03729062388901819,0.9045496854991115,0.06935966358956785,0.19478450968144911,S5,SUSQUEHANNA RIVER,3.2280487393017956,1.122250413342781,4.644877994120143,0.19144553101272443,4.643848152907094,0.3560840833955367
21PA_WQX-WQN0203,2014-08-14,0.541444183841509,0.24809709936227115,0.5219713168931798,0.04805835547837118,0.47524892110681743,0.03712509013543518,0.3199042265250885,S4,SUSQUEHANNA RIVER,1.69251963227515,0.7755355471766927,1.631648704873376,0.15022732272217168,1.4855975060696676,0.11605063971395717
21PA_WQX-WQN0301,2018-02-27,0.33124157892110384,0.1555235548241103,0.5839119131645037,0.05013005680553886,0.6157024793388429,0.05017241748591745,0.0989589839683531,S5,SUSQUEHANNA RIVER,3.347261316133099,1.571596115758893,5.9005447484307,0.5065740854975871,6.22179467339462,0.5070021485059153
21PA_WQX-WQN0202,2018-03-27,0.6815709366734867,0.3000617156963588,0.6284534655393884,0.035142192883066525,0.8022170197162439,0.07232253135999199,0.3422027899229648,S3,SUSQUEHANNA RIVER,1.9917164814083452,0.8768535048002016,1.8364942777961075,0.10269405720209815,2.344273756204137,0.21134407284134918
21PA_WQX-WQN0203,2017-01-12,0.23123658865212834,0.19033120757045874,0.2812990421956828,0.03120340270548847,0.2960116210193778,0.04986899126846437,0.25988965230064537,S4,SUSQUEHANNA RIVER,0.8897491170007392,0.7323539274671849,1.0823787700107068,0.1200640442174734,1.138989638098195,0.1918852514019102
21PA_WQX-WQN0302,2018-11-13,0.45910474574579563,0.160049372557087,0.4567249022815323,0.03606294902847438,0.4327955321129382,0.03459058878965067,0.1268384343118884,S6,SUSQUEHANNA RIVER,3.6196027508261692,1.2618365515576677,3.6008399564320706,0.2843219346258853,3.4121797108336964,0.2727137793627632
21PA_WQX-WQN0214,2015-06-28,0.49403662857428016,0.23196873071384488,0.3678592855804685,0.07330241979830324,0.433249654472118,0.09174180927698888,0.15071830106183634,J1,JUNIATA RIVER,3.2778808219951205,1.5390880143923154,2.4407074853474104,0.486353808939426,2.8745656726475795,0.6086972095004526
21PA_WQX-WQN0301,2018-08-13,0.2735166425470333,0.1682781320715902,0.298654588482381,0.06982400769342913,0.3226525258793332,0.025844774286591415,0.09578596710389338,S5,SUSQUEHANNA RIVER,2.8554980527613814,1.7568140423854453,3.1179367658150596,0.7289586335511459,3.368473855145932,0.2698179604801517
21PA_WQX-WQN0301,2017-07-12,0.6585907480413193,0.2756222999382843,0.6956137749796443,0.04547512295931025,0.7128028657659436,0.03351967272805158,0.23349989589839681,S5,SUSQUEHANNA RIVER,2.8205183797079423,1.1803958150722957,2.979075310947153,0.19475436074326094,3.052690293601273,0.14355326626199888
21PA_WQX-WQN0301,2014-12-08,0.4825590099306352,0.153507508743057,0.6278879966127541,0.037674272282938126,0.8256282966180577,0.04504986899126846,0.1393399958359359,S5,SUSQUEHANNA RIVER,3.4631765778062618,1.1016758528097164,4.50615771046852,0.2703765853940258,5.925278608377334,0.3233089589317331
